Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Robert Schneider 671,SEN,MF,AC Milan,Serie A,26,1864,32,2,11,13,2,0,2.96,2.12,2.96,5.08,126,258,83,0.1,0.53,0.14,2,0,0,1,Mediocampista Creativo,36.6,11.12,11.56,-0.96
Luca Dupont 672,BEL,DF,AC Milan,Serie A,24,812,18,1,1,2,1,0,0.67,0.04,0.67,0.71,70,55,63,0.11,0.11,0.07,1,0,1,2,Defensor Ofensivo,26.8,6.61,2.88,0.33
Marco Hernández 673,NGR,MF,AC Milan,Serie A,22,2259,31,5,6,11,5,0,5.79,9.02,5.79,14.81,80,287,95,0.2,0.24,0.23,4,0,0,1,Mediocampista Creativo,69.2,10.79,11.03,-0.79
James Meyer 674,ESP,MF,Juventus,Serie A,20,303,10,1,6,7,1,0,3.44,3.93,3.44,7.37,93,130,145,0.3,1.78,1.02,2,0,0,1,Mediocampista Creativo,82.9,9.18,8.14,-2.44
Carlos Silva 675,POR,DF,Juventus,Serie A,33,552,29,2,5,7,2,0,1.02,4.46,1.02,5.48,28,89,42,0.33,0.82,0.17,3,0,1,2,Defensor Ofensivo,22.8,5.27,5.73,0.98
Luis González 676,BRA,MF,Juventus,Serie A,26,780,13,4,6,10,4,0,0.31,9.02,0.31,9.33,79,289,51,0.46,0.69,0.04,4,0,1,1,Mediocampista Creativo,41.2,8.85,10.6,3.69
Antoine Weber 677,POL,DF,Juventus,Serie A,31,1348,20,2,2,4,2,0,2.33,2.05,2.33,4.38,59,38,68,0.13,0.13,0.16,6,0,0,2,Defensor Ofensivo,27.7,6.9,4.39,-0.33
Jude Pérez 679,GER,DF,Juventus,Serie A,21,567,11,3,6,9,3,0,1.72,2.09,1.72,3.81,79,112,21,0.48,0.95,0.27,0,0,1,1,Mediocampista Creativo,21.2,7.74,7.91,1.28
Vinicius Smith 680,COL,FW,Juventus,Serie A,26,1947,32,9,2,11,9,0,21.46,1.49,21.46,22.95,101,23,100,0.42,0.09,0.99,1,0,0,0,Delantero Goleador,200.0,14.43,13.33,-12.46
Erling López 681,POL,FW,Juventus,Serie A,20,718,14,5,6,11,4,1,16.05,2.46,15.29,17.75,142,116,204,0.63,0.75,2.01,0,0,0,0,Delantero Goleador,143.5,15.04,11.3,-11.05
Kylian Wagner 682,URU,MF,Juventus,Serie A,23,649,11,3,7,10,3,0,14.4,4.11,14.4,18.51,55,120,113,0.42,0.97,2.0,1,0,0,1,Mediocampista Creativo,123.0,10.45,11.76,-11.4
Pedri Garcia 683,BRA,MF,Juventus,Serie A,26,222,6,3,7,10,3,0,9.33,0.2,9.33,9.53,125,145,114,1.22,2.84,3.78,6,0,0,1,Mediocampista Creativo,88.2,11.92,10.0,-6.33
Gavi Fernández 684,ESP,DF,Juventus,Serie A,25,318,7,1,0,1,1,0,0.27,1.09,0.27,1.36,11,46,46,0.28,0.0,0.08,0,0,1,2,Defensor Ofensivo,19.4,3.55,1.62,0.73
Bukayo Becker 685,GER,DF,Juventus,Serie A,25,1202,20,0,2,2,0,0,1.55,6.45,1.55,8.0,24,53,44,0.0,0.15,0.12,9,0,0,2,Defensor Ofensivo,21.1,5.58,3.65,-1.55
Trent Müller 686,BEL,FW,Juventus,Serie A,27,1989,31,5,5,10,5,0,3.17,1.49,3.17,4.66,137,64,94,0.23,0.23,0.14,0,0,1,0,Delantero Goleador,131.7,11.19,12.26,1.83
Phil Martinez 687,ITA,MF,Juventus,Serie A,26,1108,24,10,4,14,10,0,4.92,6.62,4.92,11.54,115,263,56,0.81,0.32,0.4,2,0,1,1,Mediocampista Creativo,155.9,11.62,11.62,5.08
Harry Fischer 688,ESP,MF,Juventus,Serie A,26,756,16,6,4,10,6,0,1.16,1.68,1.16,2.84,143,90,47,0.71,0.48,0.14,1,0,1,0,Delantero Goleador,39.7,10.72,10.42,4.84
Bruno Rodríguez 690,POL,FW,Juventus,Serie A,28,680,16,10,6,16,8,2,0.16,3.35,0.0,3.35,116,22,96,1.32,0.79,0.02,2,0,1,0,Delantero Goleador,68.1,9.15,16.28,9.84
Robert Dupont 692,NED,FW,Napoli,Serie A,21,950,14,8,5,13,8,0,3.53,2.38,3.53,5.91,102,99,147,0.76,0.47,0.33,0,0,1,0,Delantero Goleador,174.0,9.51,12.36,4.47
Luca Hernández 693,BEL,DF,Napoli,Serie A,32,1208,25,0,2,2,0,0,0.52,0.65,0.52,1.17,39,41,28,0.0,0.15,0.04,7,0,0,2,Defensor Ofensivo,23.5,5.16,2.6,-0.52
Marco Meyer 694,POL,DF,Napoli,Serie A,18,414,9,2,3,5,2,0,1.8,0.84,1.8,2.64,11,70,35,0.43,0.65,0.39,1,0,1,2,Defensor Ofensivo,25.7,4.03,3.78,0.2
James Silva 695,ESP,DF,Napoli,Serie A,29,1728,28,0,0,0,0,0,0.78,0.6,0.78,1.38,61,21,27,0.0,0.0,0.04,1,0,0,2,Defensor Ofensivo,16.5,6.4,0.97,-0.78
Carlos González 696,URU,MF,Napoli,Serie A,28,944,19,2,5,7,2,0,7.36,0.93,7.36,8.29,130,276,145,0.19,0.48,0.7,2,0,0,1,Mediocampista Creativo,78.7,12.21,7.24,-5.36
Luis Weber 697,ESP,MF,Napoli,Serie A,28,186,5,4,5,9,4,0,6.06,8.57,6.06,14.63,63,296,53,1.94,2.42,2.93,3,0,0,1,Mediocampista Creativo,68.7,9.48,9.65,-2.06
Antoine Santos 698,NGR,FW,Napoli,Serie A,34,1034,22,7,4,11,7,0,1.81,14.58,1.81,16.39,81,28,164,0.61,0.35,0.16,0,0,1,0,Delantero Goleador,119.4,9.61,12.92,5.19
Kai Pérez 699,POR,MF,Napoli,Serie A,25,1479,31,4,4,8,4,0,1.84,3.24,1.84,5.08,44,139,81,0.24,0.24,0.11,1,0,1,2,Defensor Ofensivo,98.5,6.47,7.21,2.16
Jude Smith 700,NGR,MF,Napoli,Serie A,31,365,11,5,5,10,5,0,6.17,1.57,6.17,7.74,39,157,62,1.23,1.23,1.52,3,0,0,1,Mediocampista Creativo,55.7,6.98,9.65,-1.17
Vinicius López 701,ARG,MF,Napoli,Serie A,27,287,7,5,9,14,5,0,5.45,3.33,5.45,8.78,50,91,120,1.57,2.82,1.71,5,0,0,0,Delantero Goleador,40.4,7.4,13.51,-0.45
Erling Wagner 702,BRA,FW,Napoli,Serie A,20,1265,26,6,2,8,5,1,12.72,1.11,11.96,13.07,147,21,66,0.43,0.14,0.9,3,0,0,0,Delantero Goleador,116.9,14.05,10.44,-6.72
Kylian Garcia 703,COL,DF,Napoli,Serie A,30,622,10,3,1,4,3,0,0.96,0.5,0.96,1.46,14,61,50,0.43,0.14,0.14,4,0,1,2,Defensor Ofensivo,15.4,3.92,4.1,2.04
Pedri Fernández 704,CRO,FW,Napoli,Serie A,25,291,18,8,3,11,7,1,5.91,2.35,5.15,7.5,186,51,185,2.47,0.93,1.83,2,0,1,0,Delantero Goleador,185.5,14.11,12.05,2.09
Gavi Becker 705,BEL,MF,Napoli,Serie A,25,1122,26,3,5,8,3,0,0.63,1.31,0.63,1.94,141,122,46,0.24,0.4,0.05,0,0,1,1,Mediocampista Creativo,51.3,10.58,7.94,2.37
Bukayo Müller 706,BRA,DF,Napoli,Serie A,26,504,7,1,2,3,1,0,3.11,1.25,3.11,4.36,59,52,12,0.18,0.36,0.56,2,0,0,2,Defensor Ofensivo,14.4,6.84,5.13,-2.11
Trent Martinez 707,ITA,FW,Napoli,Serie A,30,370,8,11,4,15,11,0,8.46,5.15,8.46,13.61,182,63,71,2.68,0.97,2.06,0,0,1,0,Delantero Goleador,88.0,15.09,14.58,2.54
Phil Fischer 708,URU,DF,Napoli,Serie A,20,1050,15,1,3,4,1,0,1.21,2.31,1.21,3.52,59,79,71,0.09,0.26,0.1,4,0,0,2,Defensor Ofensivo,37.5,6.66,3.59,-0.21
Harry Rossi 709,POL,DF,Napoli,Serie A,32,563,10,2,1,3,2,0,0.75,2.38,0.75,3.13,51,136,61,0.32,0.16,0.12,0,0,1,2,Defensor Ofensivo,28.7,6.16,3.57,1.25
Son Rodríguez 710,COL,MF,Napoli,Serie A,21,910,28,6,2,8,6,0,0.28,6.57,0.28,6.85,101,299,138,0.59,0.2,0.03,6,0,1,1,Mediocampista Creativo,49.3,9.64,9.74,5.72
Bruno Schneider 711,SEN,MF,Roma,Serie A,26,501,9,1,7,8,1,0,5.35,3.03,5.35,8.38,92,61,50,0.18,1.26,0.96,0,0,0,0,Delantero Goleador,84.9,9.41,9.05,-4.35
Robert Hernández 713,CRO,DF,Roma,Serie A,27,1513,33,1,0,1,1,0,0.9,0.17,0.9,1.07,19,65,28,0.06,0.0,0.05,2,0,1,2,Defensor Ofensivo,29.7,4.32,2.17,0.1
Marco Silva 715,ARG,MF,Roma,Serie A,29,573,12,5,4,9,5,0,3.38,4.2,3.38,7.58,59,172,170,0.79,0.63,0.53,4,0,1,1,Mediocampista Creativo,119.6,7.67,9.06,1.62
James González 716,URU,MF,Roma,Serie A,25,976,20,6,5,11,6,0,3.69,1.08,3.69,4.77,79,256,174,0.55,0.46,0.34,3,0,1,1,Mediocampista Creativo,69.8,8.6,10.59,2.31
Carlos Weber 717,POR,DF,Roma,Serie A,25,252,6,0,0,0,0,0,1.17,1.72,1.17,2.89,10,72,56,0.0,0.0,0.42,4,0,0,2,Defensor Ofensivo,22.8,3.89,1.11,-1.17
Luis Santos 718,ITA,FW,Roma,Serie A,22,555,15,12,7,19,11,1,8.87,0.05,8.11,8.16,52,102,71,1.95,1.14,1.44,2,0,1,0,Delantero Goleador,145.1,8.07,15.45,3.13
Antoine Pérez 719,GER,FW,Roma,Serie A,28,221,7,12,2,14,12,0,2.42,1.51,2.42,3.93,143,66,102,4.89,0.81,0.99,2,0,1,0,Delantero Goleador,200.0,10.87,13.85,9.58
Kai Smith 720,ENG,MF,Roma,Serie A,19,760,20,4,5,9,4,0,1.25,4.67,1.25,5.92,61,286,99,0.47,0.59,0.15,4,0,1,1,Mediocampista Creativo,93.8,7.56,9.64,2.75
Jude López 721,CRO,DF,Roma,Serie A,29,255,6,1,2,3,1,0,1.22,0.44,1.22,1.66,25,95,38,0.35,0.71,0.43,4,0,0,2,Defensor Ofensivo,21.4,4.53,3.51,-0.22
Vinicius Wagner 722,CRO,MF,Roma,Serie A,22,1099,28,6,8,14,6,0,0.03,0.28,0.03,0.31,91,251,59,0.49,0.66,0.0,3,0,1,1,Mediocampista Creativo,56.5,8.07,12.54,5.97
Erling Garcia 723,ESP,DF,Roma,Serie A,25,1564,32,1,3,4,1,0,1.71,0.2,1.71,1.91,43,61,61,0.06,0.17,0.1,4,0,0,2,Defensor Ofensivo,25.3,5.76,4.61,-0.71
Kylian Fernández 724,POL,MF,Roma,Serie A,28,294,10,4,6,10,4,0,2.69,0.72,2.69,3.41,37,155,164,1.22,1.84,0.82,4,0,1,1,Mediocampista Creativo,110.3,5.75,9.67,1.31
Pedri Becker 725,MAR,DF,Roma,Serie A,26,352,9,1,2,3,1,0,2.15,1.36,2.15,3.51,75,23,66,0.26,0.51,0.55,2,0,0,2,Defensor Ofensivo,11.9,7.28,3.79,-1.15
Trent Fischer 728,ESP,DF,Roma,Serie A,21,2036,29,1,2,3,1,0,1.83,2.43,1.83,4.26,78,44,43,0.04,0.09,0.08,1,0,0,2,Defensor Ofensivo,40.6,7.95,3.91,-0.83
Phil Rossi 729,ENG,DF,Roma,Serie A,25,587,17,1,3,4,1,0,0.44,0.67,0.44,1.11,16,30,34,0.15,0.46,0.07,6,0,1,2,Defensor Ofensivo,33.7,3.81,3.9,0.56
Harry Rodríguez 730,COL,MF,Roma,Serie A,21,1423,32,4,10,14,4,0,7.32,6.84,7.32,14.16,67,244,132,0.25,0.63,0.46,2,0,0,1,Mediocampista Creativo,66.2,9.95,13.43,-3.32
Son Schneider 731,BRA,MF,Roma,Serie A,29,1095,18,6,8,14,6,0,9.7,2.15,9.7,11.85,88,62,103,0.49,0.66,0.8,7,0,0,0,Delantero Goleador,110.8,10.45,14.4,-3.7
Bruno Dupont 732,MAR,MF,Roma,Serie A,31,735,22,1,9,10,1,0,3.49,5.11,3.49,8.6,137,67,126,0.12,1.1,0.43,4,0,0,0,Delantero Goleador,62.0,11.52,10.35,-2.49
Kevin Hernández 733,POL,MF,Lazio,Serie A,20,1059,25,5,8,13,5,0,1.54,2.83,1.54,4.37,78,226,52,0.42,0.68,0.13,8,0,1,1,Mediocampista Creativo,106.9,8.15,11.75,3.46
Robert Meyer 734,URU,MF,Lazio,Serie A,28,916,32,4,2,6,4,0,0.48,0.34,0.48,0.82,96,189,163,0.39,0.2,0.05,2,0,1,1,Mediocampista Creativo,89.9,8.26,7.4,3.52
Luca Silva 735,POL,MF,Lazio,Serie A,33,1450,29,1,6,7,1,0,1.82,1.21,1.82,3.03,79,149,111,0.06,0.37,0.11,2,0,0,1,Mediocampista Creativo,66.6,7.94,8.36,-0.82
Marco González 736,COL,MF,Lazio,Serie A,22,1705,25,3,5,8,3,0,0.27,0.07,0.27,0.34,41,190,163,0.16,0.26,0.01,4,0,1,1,Mediocampista Creativo,48.3,5.59,9.5,2.73
James Weber 737,POR,DF,Lazio,Serie A,25,875,31,2,3,5,2,0,1.91,1.48,1.91,3.39,42,108,78,0.21,0.31,0.2,3,0,1,2,Defensor Ofensivo,19.7,5.91,4.69,0.09
Carlos Santos 738,NED,MF,Lazio,Serie A,28,898,20,1,7,8,1,0,14.64,8.82,14.64,23.46,97,66,44,0.1,0.7,1.47,4,0,0,0,Delantero Goleador,49.5,13.24,9.64,-13.64
Luis Pérez 739,SEN,MF,Lazio,Serie A,30,1454,26,2,6,8,2,0,2.16,7.23,2.16,9.39,126,293,101,0.12,0.37,0.13,2,0,0,1,Mediocampista Creativo,81.6,11.64,9.11,-0.16
Antoine Smith 740,URU,DF,Lazio,Serie A,28,515,16,2,1,3,2,0,0.74,5.79,0.74,6.53,73,58,11,0.35,0.17,0.13,5,0,1,2,Defensor Ofensivo,35.6,7.56,3.94,1.26
Kai López 741,BEL,FW,Lazio,Serie A,27,245,7,4,5,9,3,1,5.91,5.0,5.15,10.15,70,36,196,1.47,1.84,2.17,2,0,0,2,Defensor Ofensivo,121.1,8.64,9.13,-1.91
Jude Wagner 742,CRO,MF,Lazio,Serie A,32,372,9,4,6,10,4,0,3.7,2.35,3.7,6.05,145,293,137,0.97,1.45,0.9,4,0,1,1,Mediocampista Creativo,114.0,12.05,10.55,0.3
Vinicius Garcia 743,FRA,DF,Lazio,Serie A,29,898,31,0,3,3,0,0,0.04,0.34,0.04,0.38,41,57,26,0.0,0.3,0.0,5,0,0,2,Defensor Ofensivo,27.7,5.04,3.54,-0.04
Erling Fernández 744,BRA,DF,Lazio,Serie A,28,854,19,2,1,3,2,0,1.68,4.45,1.68,6.13,24,42,62,0.21,0.11,0.18,1,1,1,2,Defensor Ofensivo,32.2,5.21,3.6,0.32
Kylian Becker 745,POR,FW,Lazio,Serie A,38,644,32,12,4,16,12,0,4.22,7.48,4.22,11.7,121,28,63,1.68,0.56,0.59,3,0,1,0,Delantero Goleador,102.5,11.16,15.44,7.78
Pedri Müller 746,ARG,DF,Lazio,Serie A,23,282,8,1,2,3,1,0,0.18,2.05,0.18,2.23,54,51,27,0.32,0.64,0.06,4,0,1,2,Defensor Ofensivo,13.5,5.83,3.54,0.82
Gavi Martinez 747,MAR,DF,Lazio,Serie A,34,324,8,0,2,2,0,0,1.67,0.49,1.67,2.16,62,36,56,0.0,0.56,0.46,5,0,0,2,Defensor Ofensivo,10.7,6.39,2.44,-1.67
Bukayo Fischer 748,BRA,MF,Lazio,Serie A,30,810,16,3,5,8,3,0,8.99,1.73,8.99,10.72,43,195,167,0.33,0.56,1.0,3,0,0,1,Mediocampista Creativo,95.7,8.19,8.55,-5.99
Trent Rossi 749,NGR,DF,Lazio,Serie A,27,738,30,1,2,3,1,0,1.34,2.06,1.34,3.4,22,134,61,0.12,0.24,0.16,4,0,0,2,Defensor Ofensivo,15.1,4.86,3.26,-0.34
Phil Rodríguez 750,MAR,DF,Lazio,Serie A,22,2052,25,1,1,2,1,0,1.81,0.22,1.81,2.03,45,133,61,0.04,0.04,0.08,1,0,0,2,Defensor Ofensivo,39.0,6.19,3.88,-0.81
Harry Schneider 751,URU,DF,Lazio,Serie A,27,339,11,0,2,2,0,0,0.23,0.72,0.23,0.95,75,33,13,0.0,0.53,0.06,2,0,0,2,Defensor Ofensivo,21.9,6.67,3.02,-0.23
Son Dupont 752,NGR,FW,Lazio,Serie A,27,1672,22,17,3,20,17,0,5.99,0.8,5.99,6.79,120,51,67,0.92,0.16,0.32,0,0,1,0,Delantero Goleador,176.0,10.92,17.49,11.01
Bruno Hernández 753,SEN,DF,Lazio,Serie A,20,828,23,2,1,3,2,0,0.1,0.87,0.1,0.97,27,119,45,0.22,0.11,0.01,2,0,1,2,Defensor Ofensivo,21.2,4.57,3.59,1.9
Kevin Meyer 754,NGR,FW,Lazio,Serie A,28,707,23,9,8,17,9,0,17.18,1.1,17.18,18.28,173,32,145,1.15,1.02,2.19,1,0,0,0,Delantero Goleador,153.0,16.51,15.9,-8.18
Robert Silva 755,URU,DF,Lazio,Serie A,28,1390,31,2,0,2,2,0,0.44,3.45,0.44,3.89,42,146,53,0.13,0.0,0.03,4,0,1,2,Defensor Ofensivo,19.8,6.0,2.76,1.56
Luca González 756,FRA,DF,Fiorentina,Serie A,25,270,9,1,4,5,1,0,2.69,0.39,2.69,3.08,50,81,39,0.33,1.33,0.9,6,0,0,2,Defensor Ofensivo,43.4,6.16,4.94,-1.69
Marco Weber 757,ITA,MF,Fiorentina,Serie A,23,1304,24,6,5,11,6,0,5.91,0.68,5.91,6.59,70,263,127,0.41,0.35,0.41,0,0,1,1,Mediocampista Creativo,67.2,8.81,10.6,0.09
James Santos 758,POL,DF,Fiorentina,Serie A,23,1358,26,1,3,4,1,0,2.6,0.31,2.6,2.91,66,124,51,0.07,0.2,0.17,3,0,0,2,Defensor Ofensivo,44.0,7.29,4.85,-1.6
Carlos Pérez 759,ENG,MF,Fiorentina,Serie A,21,453,14,8,7,15,8,0,0.29,3.39,0.29,3.68,134,149,162,1.59,1.39,0.06,2,0,1,0,Delantero Goleador,101.4,10.35,12.87,7.71
Luis Smith 760,ESP,MF,Fiorentina,Serie A,31,1740,30,6,2,8,6,0,1.12,7.41,1.12,8.53,75,94,126,0.31,0.1,0.06,7,0,1,2,Defensor Ofensivo,68.1,8.39,7.06,4.88
Antoine López 761,POR,FW,Fiorentina,Serie A,29,461,9,17,4,21,17,0,7.71,4.11,7.71,11.82,82,36,161,3.32,0.78,1.51,2,0,1,0,Delantero Goleador,200.0,9.66,18.02,9.29
Kai Wagner 762,MAR,DF,Fiorentina,Serie A,20,637,14,1,1,2,1,0,0.55,1.12,0.55,1.67,58,148,45,0.14,0.14,0.08,6,0,1,2,Defensor Ofensivo,12.2,6.32,2.48,0.45
Jude Garcia 763,SEN,DF,Fiorentina,Serie A,30,838,19,3,2,5,3,0,7.86,1.1,7.86,8.96,18,57,22,0.32,0.21,0.84,2,0,0,2,Defensor Ofensivo,40.0,6.19,5.9,-4.86
Vinicius Fernández 764,POR,MF,Fiorentina,Serie A,22,412,11,5,6,11,5,0,2.48,1.04,2.48,3.52,122,240,131,1.09,1.31,0.54,6,0,1,1,Mediocampista Creativo,51.7,10.24,10.91,2.52
Erling Becker 765,MAR,DF,Fiorentina,Serie A,28,369,9,2,2,4,2,0,0.44,4.46,0.44,4.9,71,111,37,0.49,0.49,0.11,2,0,1,2,Defensor Ofensivo,34.8,7.28,3.81,1.56
Kylian Müller 766,URU,DF,Fiorentina,Serie A,22,1169,21,4,3,7,4,0,0.13,3.52,0.13,3.65,41,128,48,0.31,0.23,0.01,3,1,1,2,Defensor Ofensivo,29.8,5.78,5.0,3.87
Pedri Martinez 767,COL,DF,Fiorentina,Serie A,25,1488,31,0,2,2,0,0,1.06,1.31,1.06,2.37,77,77,56,0.0,0.12,0.06,3,0,0,2,Defensor Ofensivo,22.8,7.47,2.57,-1.06
Gavi Fischer 768,CRO,DF,Fiorentina,Serie A,27,968,21,1,0,1,1,0,0.01,6.33,0.01,6.34,61,84,48,0.09,0.0,0.0,2,0,1,2,Defensor Ofensivo,23.2,7.0,3.29,0.99
Trent Rodríguez 770,MAR,DF,Fiorentina,Serie A,28,1424,16,3,3,6,3,0,3.38,2.83,3.38,6.21,64,148,76,0.19,0.19,0.21,2,0,0,2,Defensor Ofensivo,48.5,7.86,6.86,-0.38
Phil Schneider 771,NGR,DF,Fiorentina,Serie A,26,859,16,2,1,3,2,0,8.0,2.52,8.0,10.52,52,123,40,0.21,0.1,0.84,2,0,0,2,Defensor Ofensivo,54.0,8.32,5.93,-6.0
Harry Dupont 772,CRO,FW,Fiorentina,Serie A,29,373,9,8,6,14,7,1,21.89,9.66,21.13,30.79,89,100,103,1.93,1.45,5.28,3,0,0,0,Delantero Goleador,200.0,14.97,14.05,-13.89
Son Hernández 773,SEN,MF,Fiorentina,Serie A,27,1144,19,1,4,5,1,0,0.56,1.43,0.56,1.99,65,196,63,0.08,0.31,0.04,5,0,1,1,Mediocampista Creativo,45.2,6.96,6.87,0.44
Bruno Meyer 774,ITA,MF,Fiorentina,Serie A,31,1658,30,3,9,12,3,0,12.74,3.1,12.74,15.84,64,160,107,0.16,0.49,0.69,1,0,0,1,Mediocampista Creativo,133.8,10.62,12.41,-9.74
Kevin Silva 775,FRA,MF,Fiorentina,Serie A,26,552,7,5,5,10,5,0,1.81,9.47,1.81,11.28,118,285,171,0.82,0.82,0.3,2,0,1,1,Mediocampista Creativo,64.4,11.23,10.53,3.19
Robert González 776,POL,FW,Fiorentina,Serie A,24,388,9,11,4,15,11,0,17.54,0.17,17.54,17.71,176,22,132,2.55,0.93,4.07,0,0,0,0,Delantero Goleador,200.0,16.52,15.07,-6.54
Marco Santos 778,BRA,FW,Fiorentina,Serie A,23,1130,32,6,8,14,6,0,1.67,3.11,1.67,4.78,66,104,200,0.48,0.64,0.13,0,0,1,0,Delantero Goleador,171.2,7.34,10.03,4.33
James Pérez 779,POR,DF,Fiorentina,Serie A,26,306,6,2,0,2,2,0,0.87,2.35,0.87,3.22,66,110,55,0.59,0.0,0.26,1,0,1,2,Defensor Ofensivo,39.9,6.82,3.04,1.13
Carlos Smith 780,ARG,DF,Atalanta,Serie A,22,330,11,1,1,2,1,0,2.94,1.61,2.94,4.55,39,90,26,0.27,0.27,0.8,5,0,0,2,Defensor Ofensivo,35.1,5.9,2.71,-1.94
Luis López 781,COL,DF,Atalanta,Serie A,25,368,28,0,3,3,0,0,2.18,0.47,2.18,2.65,46,49,32,0.0,0.73,0.53,3,0,0,2,Defensor Ofensivo,18.2,5.77,4.26,-2.18
Antoine Wagner 782,ESP,MF,Atalanta,Serie A,25,1391,32,0,10,10,0,0,3.77,27.49,3.77,31.26,105,159,70,0.0,0.65,0.24,3,0,0,1,Mediocampista Creativo,44.8,13.68,10.21,-3.77
Kai Garcia 783,NED,MF,Atalanta,Serie A,25,595,21,3,2,5,3,0,9.09,12.12,9.09,21.21,38,69,166,0.45,0.3,1.37,2,0,0,2,Defensor Ofensivo,99.8,9.14,6.99,-6.09
Jude Fernández 784,BRA,FW,Atalanta,Serie A,24,595,7,17,4,21,17,0,2.23,1.93,2.23,4.16,163,76,131,2.57,0.61,0.34,0,0,1,0,Delantero Goleador,200.0,11.99,18.85,14.77
Vinicius Becker 785,SEN,FW,Atalanta,Serie A,18,518,32,11,3,14,11,0,0.22,1.3,0.22,1.52,110,45,203,1.91,0.52,0.04,1,0,1,0,Delantero Goleador,186.5,8.58,15.47,10.78
Erling Müller 786,BRA,DF,Atalanta,Serie A,30,235,5,1,0,1,1,0,0.25,0.08,0.25,0.33,67,142,56,0.38,0.0,0.1,3,0,1,2,Defensor Ofensivo,22.0,6.42,2.61,0.75
Kylian Martinez 787,ARG,DF,Atalanta,Serie A,19,794,22,1,2,3,1,0,1.42,12.94,1.42,14.36,20,78,21,0.11,0.23,0.16,1,0,0,2,Defensor Ofensivo,38.3,6.26,5.06,-0.42
Pedri Fischer 788,COL,DF,Atalanta,Serie A,24,302,5,0,0,0,0,0,1.49,1.72,1.49,3.21,26,144,13,0.0,0.0,0.44,6,0,0,2,Defensor Ofensivo,26.0,4.98,1.6,-1.49
Gavi Rossi 789,BRA,DF,Atalanta,Serie A,23,1311,22,1,2,3,1,0,0.17,0.39,0.17,0.56,17,128,32,0.07,0.14,0.01,3,0,1,2,Defensor Ofensivo,34.6,4.16,2.96,0.83
Bukayo Rodríguez 790,BEL,FW,Atalanta,Serie A,33,1654,26,8,4,12,8,0,11.6,0.39,11.6,11.99,95,112,128,0.44,0.22,0.63,0,0,0,0,Delantero Goleador,193.3,11.34,13.27,-3.6
Trent Schneider 791,SEN,DF,Atalanta,Serie A,25,660,13,0,0,0,0,0,0.41,3.94,0.41,4.35,40,107,25,0.0,0.0,0.06,4,0,0,2,Defensor Ofensivo,12.2,5.7,2.01,-0.41
Phil Dupont 792,POR,FW,Atalanta,Serie A,21,582,11,4,7,11,4,0,0.73,0.09,0.73,0.82,198,73,147,0.62,1.08,0.11,2,0,1,0,Delantero Goleador,98.5,13.04,12.78,3.27
Harry Hernández 793,FRA,DF,Atalanta,Serie A,26,631,15,0,1,1,0,0,1.74,1.9,1.74,3.64,16,58,52,0.0,0.14,0.25,2,0,0,2,Defensor Ofensivo,17.6,4.44,2.36,-1.74
Son Meyer 794,POR,DF,Atalanta,Serie A,30,1260,15,0,1,1,0,0,1.76,0.5,1.76,2.26,63,42,33,0.0,0.07,0.13,4,0,0,2,Defensor Ofensivo,19.6,6.7,2.25,-1.76
Bruno Silva 795,GER,MF,Atalanta,Serie A,18,372,12,0,4,4,0,0,1.61,0.02,1.61,1.63,99,167,105,0.0,0.97,0.39,5,0,0,1,Mediocampista Creativo,37.5,8.5,6.25,-1.61
Kevin González 796,NGR,FW,Atalanta,Serie A,23,272,8,17,3,20,17,0,1.25,3.88,1.25,5.13,125,45,151,5.62,0.99,0.41,0,0,1,0,Delantero Goleador,200.0,9.94,17.38,15.75
Robert Weber 797,POL,MF,Atalanta,Serie A,25,992,26,7,7,14,7,0,2.49,7.98,2.49,10.47,124,66,64,0.64,0.64,0.23,3,0,1,0,Delantero Goleador,124.1,11.07,13.15,4.51
Luca Santos 798,FRA,DF,Atalanta,Serie A,28,1138,25,5,0,5,5,0,1.3,7.39,1.3,8.69,26,95,61,0.4,0.0,0.1,5,0,1,2,Defensor Ofensivo,33.4,5.84,4.96,3.7
Marco Pérez 799,CRO,FW,Torino,Serie A,17,649,11,10,4,14,10,0,2.9,0.08,2.9,2.98,56,41,217,1.39,0.55,0.4,2,0,1,0,Delantero Goleador,152.3,6.47,11.09,7.1
James Smith 800,URU,MF,Torino,Serie A,31,352,9,4,5,9,4,0,21.84,11.37,21.84,33.21,124,214,62,1.02,1.28,5.58,6,0,0,1,Mediocampista Creativo,139.4,17.24,9.51,-17.84
Carlos López 801,SEN,FW,Torino,Serie A,28,516,8,8,5,13,7,1,19.75,21.06,18.99,40.05,57,64,156,1.4,0.87,3.44,1,0,0,0,Delantero Goleador,158.6,14.39,14.59,-11.75
Luis Wagner 802,POR,DF,Torino,Serie A,18,622,21,5,4,9,5,0,1.59,1.74,1.59,3.33,24,122,56,0.72,0.58,0.23,2,1,1,2,Defensor Ofensivo,61.2,4.93,6.48,3.41
