Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,market_value_eur_M
Luis Smith 760,ESP,MF,Fiorentina,Serie A,31,30,16,1740,6,2,8,6,0,0,7,0,1.12,1.12,7.41,8.53,75,94,126,0.31,0.1,0.06,68.1
Antoine López 761,POR,FW,Fiorentina,Serie A,29,9,2,461,17,4,21,17,0,1,2,0,7.71,7.71,4.11,11.82,82,36,161,3.32,0.78,1.51,200.0
Kai Wagner 762,MAR,DF,Fiorentina,Serie A,20,14,7,637,1,1,2,1,0,0,6,0,0.55,0.55,1.12,1.67,58,148,45,0.14,0.14,0.08,12.2
Jude Garcia 763,SEN,DF,Fiorentina,Serie A,30,19,9,838,3,2,5,3,0,0,2,0,7.86,7.86,1.1,8.96,18,57,22,0.32,0.21,0.84,40.0
Vinicius Fernández 764,POR,MF,Fiorentina,Serie A,22,11,5,412,5,6,11,5,0,0,6,0,2.48,2.48,1.04,3.52,122,240,131,1.09,1.31,0.54,51.7
Erling Becker 765,MAR,DF,Fiorentina,Serie A,28,9,3,369,2,2,4,2,0,0,2,0,0.44,0.44,4.46,4.9,71,111,37,0.49,0.49,0.11,34.8
Kylian Müller 766,URU,DF,Fiorentina,Serie A,22,21,7,1169,4,3,7,4,0,1,3,1,0.13,0.13,3.52,3.65,41,128,48,0.31,0.23,0.01,29.8
Pedri Martinez 767,COL,DF,Fiorentina,Serie A,25,31,31,1488,0,2,2,0,0,0,3,0,1.06,1.06,1.31,2.37,77,77,56,0.0,0.12,0.06,22.8
Gavi Fischer 768,CRO,DF,Fiorentina,Serie A,27,21,13,968,1,0,1,1,0,0,2,0,0.01,0.01,6.33,6.34,61,84,48,0.09,0.0,0.0,23.2
Bukayo Rossi 769,CRO,GK,Fiorentina,Serie A,30,32,3,976,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,12.2
Trent Rodríguez 770,MAR,DF,Fiorentina,Serie A,28,16,16,1424,3,3,6,3,0,0,2,0,3.38,3.38,2.83,6.21,64,148,76,0.19,0.19,0.21,48.5
Phil Schneider 771,NGR,DF,Fiorentina,Serie A,26,16,11,859,2,1,3,2,0,0,2,0,8.0,8.0,2.52,10.52,52,123,40,0.21,0.1,0.84,54.0
Harry Dupont 772,CRO,FW,Fiorentina,Serie A,29,9,8,373,8,6,14,7,1,2,3,0,21.89,21.13,9.66,30.79,89,100,103,1.93,1.45,5.28,200.0
Son Hernández 773,SEN,MF,Fiorentina,Serie A,27,19,16,1144,1,4,5,1,0,1,5,0,0.56,0.56,1.43,1.99,65,196,63,0.08,0.31,0.04,45.2
Bruno Meyer 774,ITA,MF,Fiorentina,Serie A,31,30,16,1658,3,9,12,3,0,0,1,0,12.74,12.74,3.1,15.84,64,160,107,0.16,0.49,0.69,133.8
Kevin Silva 775,FRA,MF,Fiorentina,Serie A,26,7,6,552,5,5,10,5,0,1,2,0,1.81,1.81,9.47,11.28,118,285,171,0.82,0.82,0.3,64.4
Robert González 776,POL,FW,Fiorentina,Serie A,24,9,2,388,11,4,15,11,0,0,0,0,17.54,17.54,0.17,17.71,176,22,132,2.55,0.93,4.07,200.0
Luca Weber 777,POR,GK,Fiorentina,Serie A,29,30,18,1602,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,8,0.0,0.0,0.0,8.8
Marco Santos 778,BRA,FW,Fiorentina,Serie A,23,32,10,1130,6,8,14,6,0,0,0,0,1.67,1.67,3.11,4.78,66,104,200,0.48,0.64,0.13,171.2
James Pérez 779,POR,DF,Fiorentina,Serie A,26,6,6,306,2,0,2,2,0,0,1,0,0.87,0.87,2.35,3.22,66,110,55,0.59,0.0,0.26,39.9
Carlos Smith 780,ARG,DF,Atalanta,Serie A,22,11,0,330,1,1,2,1,0,0,5,0,2.94,2.94,1.61,4.55,39,90,26,0.27,0.27,0.8,35.1
Luis López 781,COL,DF,Atalanta,Serie A,25,28,1,368,0,3,3,0,0,1,3,0,2.18,2.18,0.47,2.65,46,49,32,0.0,0.73,0.53,18.2
Antoine Wagner 782,ESP,MF,Atalanta,Serie A,25,32,7,1391,0,10,10,0,0,1,3,0,3.77,3.77,27.49,31.26,105,159,70,0.0,0.65,0.24,44.8
Kai Garcia 783,NED,MF,Atalanta,Serie A,25,21,7,595,3,2,5,3,0,0,2,0,9.09,9.09,12.12,21.21,38,69,166,0.45,0.3,1.37,99.8
Jude Fernández 784,BRA,FW,Atalanta,Serie A,24,7,7,595,17,4,21,17,0,0,0,0,2.23,2.23,1.93,4.16,163,76,131,2.57,0.61,0.34,200.0
Vinicius Becker 785,SEN,FW,Atalanta,Serie A,18,32,1,518,11,3,14,11,0,0,1,0,0.22,0.22,1.3,1.52,110,45,203,1.91,0.52,0.04,186.5
Erling Müller 786,BRA,DF,Atalanta,Serie A,30,5,1,235,1,0,1,1,0,0,3,0,0.25,0.25,0.08,0.33,67,142,56,0.38,0.0,0.1,22.0
Kylian Martinez 787,ARG,DF,Atalanta,Serie A,19,22,15,794,1,2,3,1,0,0,1,0,1.42,1.42,12.94,14.36,20,78,21,0.11,0.23,0.16,38.3
Pedri Fischer 788,COL,DF,Atalanta,Serie A,24,5,3,302,0,0,0,0,0,0,6,0,1.49,1.49,1.72,3.21,26,144,13,0.0,0.0,0.44,26.0
Gavi Rossi 789,BRA,DF,Atalanta,Serie A,23,22,15,1311,1,2,3,1,0,1,3,0,0.17,0.17,0.39,0.56,17,128,32,0.07,0.14,0.01,34.6
Bukayo Rodríguez 790,BEL,FW,Atalanta,Serie A,33,26,18,1654,8,4,12,8,0,0,0,0,11.6,11.6,0.39,11.99,95,112,128,0.44,0.22,0.63,193.3
Trent Schneider 791,SEN,DF,Atalanta,Serie A,25,13,11,660,0,0,0,0,0,0,4,0,0.41,0.41,3.94,4.35,40,107,25,0.0,0.0,0.06,12.2
Phil Dupont 792,POR,FW,Atalanta,Serie A,21,11,10,582,4,7,11,4,0,0,2,0,0.73,0.73,0.09,0.82,198,73,147,0.62,1.08,0.11,98.5
Harry Hernández 793,FRA,DF,Atalanta,Serie A,26,15,2,631,0,1,1,0,0,0,2,0,1.74,1.74,1.9,3.64,16,58,52,0.0,0.14,0.25,17.6
Son Meyer 794,POR,DF,Atalanta,Serie A,30,15,15,1260,0,1,1,0,0,1,4,0,1.76,1.76,0.5,2.26,63,42,33,0.0,0.07,0.13,19.6
Bruno Silva 795,GER,MF,Atalanta,Serie A,18,12,0,372,0,4,4,0,0,1,5,0,1.61,1.61,0.02,1.63,99,167,105,0.0,0.97,0.39,37.5
Kevin González 796,NGR,FW,Atalanta,Serie A,23,8,0,272,17,3,20,17,0,0,0,0,1.25,1.25,3.88,5.13,125,45,151,5.62,0.99,0.41,200.0
Robert Weber 797,POL,MF,Atalanta,Serie A,25,26,10,992,7,7,14,7,0,0,3,0,2.49,2.49,7.98,10.47,124,66,64,0.64,0.64,0.23,124.1
Luca Santos 798,FRA,DF,Atalanta,Serie A,28,25,7,1138,5,0,5,5,0,0,5,0,1.3,1.3,7.39,8.69,26,95,61,0.4,0.0,0.1,33.4
Marco Pérez 799,CRO,FW,Torino,Serie A,17,11,9,649,10,4,14,10,0,1,2,0,2.9,2.9,0.08,2.98,56,41,217,1.39,0.55,0.4,152.3
James Smith 800,URU,MF,Torino,Serie A,31,9,2,352,4,5,9,4,0,0,6,0,21.84,21.84,11.37,33.21,124,214,62,1.02,1.28,5.58,139.4
Carlos López 801,SEN,FW,Torino,Serie A,28,8,6,516,8,5,13,7,1,1,1,0,19.75,18.99,21.06,40.05,57,64,156,1.4,0.87,3.44,158.6
Luis Wagner 802,POR,DF,Torino,Serie A,18,21,8,622,5,4,9,5,0,0,2,1,1.59,1.59,1.74,3.33,24,122,56,0.72,0.58,0.23,61.2
Antoine Garcia 803,ARG,MF,Torino,Serie A,26,15,15,1275,4,4,8,4,0,0,3,0,0.18,0.18,8.07,8.25,43,74,83,0.28,0.28,0.01,33.5
Kai Fernández 804,POL,GK,Torino,Serie A,25,27,15,1176,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,23,5,0.0,0.0,0.0,8.4
Jude Becker 805,NGR,DF,Torino,Serie A,22,8,1,139,1,2,3,1,0,0,4,0,1.35,1.35,5.5,6.85,46,145,70,0.65,1.29,0.87,35.8
Vinicius Müller 806,BEL,MF,Torino,Serie A,19,10,2,326,2,6,8,2,0,0,2,0,3.64,3.64,8.02,11.66,142,189,159,0.55,1.66,1.0,47.5
Erling Martinez 807,POL,DF,Torino,Serie A,28,30,6,894,2,5,7,2,0,0,3,0,0.42,0.42,0.17,0.59,67,124,35,0.2,0.5,0.04,24.5
Kylian Fischer 808,NED,FW,Torino,Serie A,27,5,4,275,10,6,16,10,0,1,0,0,9.14,9.14,4.49,13.63,175,80,156,3.27,1.96,2.99,147.2
Pedri Rossi 809,ESP,FW,Torino,Serie A,24,15,14,743,14,2,16,13,1,2,2,0,1.46,0.7,1.2,1.9,189,43,97,1.7,0.24,0.18,80.2
Gavi Rodríguez 810,BRA,MF,Torino,Serie A,21,5,1,209,8,7,15,8,0,0,2,0,0.49,0.49,14.97,15.46,141,86,99,3.44,3.01,0.21,137.6
Bukayo Schneider 811,SEN,DF,Torino,Serie A,30,17,13,1065,1,1,2,1,0,0,4,0,0.1,0.1,1.26,1.36,56,23,21,0.08,0.08,0.01,33.7
Trent Dupont 812,URU,GK,Torino,Serie A,28,24,8,1120,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,9,0.0,0.0,0.0,14.0
Phil Hernández 813,BEL,MF,Torino,Serie A,30,24,19,1341,5,10,15,5,0,0,5,0,9.43,9.43,3.68,13.11,97,294,126,0.34,0.67,0.63,73.4
Harry Meyer 814,CRO,MF,Torino,Serie A,20,15,11,729,5,8,13,5,0,0,0,0,0.19,0.19,0.81,1.0,47,60,142,0.62,0.99,0.02,124.4
Son Silva 815,CRO,FW,Torino,Serie A,29,32,4,1016,7,2,9,7,0,0,1,0,0.47,0.47,4.22,4.69,167,66,211,0.62,0.18,0.04,159.8
Bruno González 816,COL,MF,Torino,Serie A,27,28,2,762,3,4,7,3,0,0,5,0,5.62,5.62,2.89,8.51,87,69,156,0.35,0.47,0.66,71.8
Kevin Weber 817,POR,DF,Torino,Serie A,29,25,16,1243,1,0,1,1,0,1,2,0,0.19,0.19,3.78,3.97,54,66,67,0.07,0.0,0.01,20.5
Robert Santos 818,POR,GK,Torino,Serie A,25,26,19,1758,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,19,7,0.0,0.0,0.0,10.9
Luca Pérez 819,NED,MF,Torino,Serie A,28,27,13,1130,2,5,7,2,0,1,3,0,7.75,7.75,0.58,8.33,114,169,74,0.16,0.4,0.62,100.9
Marco Smith 820,GER,DF,Torino,Serie A,26,25,22,1243,1,0,1,1,0,0,9,0,1.85,1.85,1.4,3.25,21,114,73,0.07,0.0,0.13,19.2
James López 821,GER,DF,Torino,Serie A,26,20,16,1360,1,2,3,1,0,0,5,1,0.94,0.94,0.38,1.32,41,119,18,0.07,0.13,0.06,20.5
Carlos Wagner 822,BEL,GK,Torino,Serie A,27,22,19,1678,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,6,0.0,0.0,0.0,4.0
Luis Garcia 823,POR,DF,Bologna,Serie A,26,10,0,170,0,1,1,0,0,0,3,0,1.38,1.38,0.92,2.3,77,59,75,0.0,0.53,0.73,10.7
Antoine Fernández 824,ITA,MF,Bologna,Serie A,23,33,22,1925,4,6,10,4,0,0,2,0,1.68,1.68,0.12,1.8,37,63,53,0.19,0.28,0.08,72.3
Kai Becker 825,POR,DF,Bologna,Serie A,17,21,14,1001,2,2,4,2,0,0,6,0,1.93,1.93,1.68,3.61,77,43,28,0.18,0.18,0.17,47.5
Jude Müller 826,CRO,DF,Bologna,Serie A,29,22,11,1067,2,2,4,2,0,0,2,0,0.27,0.27,0.1,0.37,28,59,25,0.17,0.17,0.02,42.2
Vinicius Martinez 827,POR,GK,Bologna,Serie A,27,6,3,309,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,7,0.0,0.0,0.0,14.6
Erling Fischer 828,CRO,MF,Bologna,Serie A,24,25,20,1365,2,5,7,2,0,0,3,0,4.38,4.38,4.35,8.73,40,84,177,0.13,0.33,0.29,42.7
Kylian Rossi 829,SEN,DF,Bologna,Serie A,22,18,11,890,2,2,4,2,0,1,0,0,1.63,1.63,1.08,2.71,79,103,21,0.2,0.2,0.16,15.4
Pedri Rodríguez 830,POR,DF,Bologna,Serie A,23,17,15,1340,2,3,5,2,0,0,5,0,8.2,8.2,1.35,9.55,16,113,40,0.13,0.2,0.55,39.1
Gavi Schneider 831,ARG,DF,Bologna,Serie A,23,19,11,908,0,2,2,0,0,0,2,0,1.3,1.3,3.05,4.35,68,70,24,0.0,0.2,0.13,19.1
Bukayo Dupont 832,NED,DF,Bologna,Serie A,22,14,8,770,1,2,3,1,0,0,1,0,0.87,0.87,0.62,1.49,68,103,13,0.12,0.23,0.1,38.7
Trent Hernández 833,CRO,FW,Bologna,Serie A,31,26,21,1985,7,6,13,7,0,0,2,0,6.9,6.9,8.87,15.77,59,108,64,0.32,0.27,0.31,87.0
Phil Meyer 834,COL,FW,Bologna,Serie A,21,28,15,1529,13,7,20,12,1,2,7,0,15.33,14.57,0.44,15.01,49,108,183,0.77,0.41,0.9,200.0
Harry Silva 835,NGR,DF,Bologna,Serie A,28,32,12,1208,1,0,1,1,0,0,0,0,0.19,0.19,0.39,0.58,47,114,48,0.07,0.0,0.01,22.6
Son González 836,ITA,FW,Bologna,Serie A,28,7,5,451,7,5,12,7,0,0,1,0,10.07,10.07,0.35,10.42,151,97,156,1.4,1.0,2.01,131.9
Bruno Weber 837,ENG,GK,Bologna,Serie A,28,29,7,832,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,11,9,0.0,0.0,0.0,6.0
Kevin Santos 838,ARG,DF,Bologna,Serie A,20,10,8,458,1,0,1,1,0,0,2,0,1.38,1.38,0.26,1.64,40,145,54,0.2,0.0,0.27,11.5
Robert Pérez 839,POR,FW,Bologna,Serie A,22,14,13,1170,8,0,8,8,0,0,1,0,8.34,8.34,2.67,11.01,68,62,101,0.62,0.0,0.64,106.1
Luca Smith 840,URU,MF,Bologna,Serie A,27,26,12,1054,5,7,12,5,0,1,3,0,9.69,9.69,9.25,18.94,86,58,159,0.43,0.6,0.83,140.9
Marco López 841,MAR,MF,Bologna,Serie A,24,7,6,443,4,5,9,4,0,0,1,0,3.16,3.16,7.92,11.08,144,92,138,0.81,1.02,0.64,83.7
James Wagner 842,BRA,DF,Bologna,Serie A,25,7,0,280,2,0,2,2,0,0,2,1,0.5,0.5,1.39,1.89,22,55,58,0.64,0.0,0.16,21.0
Carlos Garcia 843,ITA,DF,Bologna,Serie A,34,9,3,336,1,2,3,1,0,0,2,0,3.01,3.01,1.29,4.3,24,41,59,0.27,0.54,0.81,32.2
Luis Fernández 844,COL,DF,Bologna,Serie A,29,25,20,1650,1,5,6,1,0,0,5,0,0.24,0.24,2.58,2.82,13,66,74,0.05,0.27,0.01,25.0
Antoine Becker 845,ENG,DF,Bologna,Serie A,27,13,1,214,0,5,5,0,0,0,3,0,0.11,0.11,1.63,1.74,28,56,13,0.0,2.1,0.05,26.5
Kai Müller 846,BRA,DF,Bologna,Serie A,25,16,3,491,1,5,6,1,0,1,3,0,0.22,0.22,0.62,0.84,71,49,21,0.18,0.92,0.04,35.4
Jude Martinez 847,POL,DF,Bologna,Serie A,29,15,3,366,0,2,2,0,0,0,3,0,0.61,0.61,0.9,1.51,42,139,49,0.0,0.49,0.15,17.0
Vinicius Fischer 848,COL,GK,PSG,Ligue 1,30,19,4,413,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,22,7,0.0,0.0,0.0,13.8
Erling Rossi 849,BRA,DF,PSG,Ligue 1,27,31,23,1376,2,2,4,2,0,0,5,0,4.38,4.38,1.27,5.65,47,109,55,0.13,0.13,0.29,26.4
Kylian Rodríguez 850,ITA,FW,PSG,Ligue 1,22,9,8,594,15,5,20,15,0,0,1,0,12.95,12.95,0.15,13.1,126,36,183,2.27,0.76,1.96,200.0
Pedri Schneider 851,GER,DF,PSG,Ligue 1,22,23,4,512,0,0,0,0,0,1,5,0,1.54,1.54,0.92,2.46,11,35,23,0.0,0.0,0.27,8.0
Gavi Dupont 852,POR,FW,PSG,Ligue 1,30,13,4,506,14,1,15,14,0,0,1,0,1.91,1.91,3.19,5.1,44,90,145,2.49,0.18,0.34,143.9
Bukayo Hernández 853,CRO,MF,PSG,Ligue 1,24,9,7,425,1,9,10,1,0,0,4,1,2.54,2.54,1.63,4.17,113,155,103,0.21,1.91,0.54,95.5
Trent Meyer 854,ITA,MF,PSG,Ligue 1,28,13,12,754,6,9,15,6,0,0,6,0,6.1,6.1,0.3,6.4,89,51,107,0.72,1.07,0.73,73.8
Phil Silva 855,COL,FW,PSG,Ligue 1,31,13,3,450,9,6,15,8,1,1,0,0,16.87,16.11,1.86,17.97,166,62,128,1.8,1.2,3.37,200.0
Harry González 856,FRA,FW,PSG,Ligue 1,24,23,8,1272,20,9,29,20,0,0,0,0,0.61,0.61,0.37,0.98,166,104,74,1.42,0.64,0.04,200.0
Son Weber 857,MAR,MF,PSG,Ligue 1,24,13,7,804,3,4,7,3,0,1,1,0,7.33,7.33,0.33,7.66,80,275,134,0.34,0.45,0.82,110.6
Bruno Santos 858,CRO,DF,PSG,Ligue 1,28,18,14,806,0,1,1,0,0,0,2,0,0.19,0.19,0.95,1.14,22,128,60,0.0,0.11,0.02,19.3
Kevin Pérez 859,ARG,DF,PSG,Ligue 1,26,22,13,1031,2,1,3,2,0,1,2,0,2.49,2.49,0.05,2.54,17,100,50,0.17,0.09,0.22,14.1
Robert Smith 860,SEN,FW,PSG,Ligue 1,25,33,10,989,10,4,14,10,0,0,0,0,19.39,19.39,1.86,21.25,178,104,180,0.91,0.36,1.76,149.0
Luca López 861,CRO,FW,PSG,Ligue 1,31,32,27,1700,11,4,15,10,1,1,1,0,10.85,10.09,5.46,15.55,175,41,80,0.58,0.21,0.57,136.8
Marco Wagner 862,NED,GK,PSG,Ligue 1,31,25,23,1652,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,15,2,0.0,0.0,0.0,6.0
James Garcia 863,NGR,DF,PSG,Ligue 1,27,20,18,1078,1,2,3,1,0,1,1,0,2.53,2.53,3.08,5.61,41,94,20,0.08,0.17,0.21,12.6
Carlos Fernández 864,ESP,FW,PSG,Ligue 1,31,12,1,482,6,9,15,5,1,2,1,0,2.38,1.62,4.89,6.51,45,56,154,1.12,1.68,0.44,145.7
Luis Becker 865,GER,MF,PSG,Ligue 1,28,18,15,1128,5,3,8,5,0,0,4,0,14.22,14.22,0.09,14.31,127,211,123,0.4,0.24,1.13,101.8
Antoine Müller 866,ITA,DF,PSG,Ligue 1,24,23,4,606,1,0,1,1,0,0,3,0,3.05,3.05,0.21,3.26,47,58,61,0.15,0.0,0.45,15.9
Kai Martinez 867,BRA,GK,PSG,Ligue 1,28,25,16,896,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0,8,4,0.0,0.0,0.0,12.7
Jude Fischer 868,POL,DF,Monaco,Ligue 1,18,25,0,1025,0,1,1,0,0,0,1,0,1.27,1.27,2.92,4.19,77,57,10,0.0,0.09,0.11,11.1
Vinicius Rossi 869,URU,GK,Monaco,Ligue 1,27,30,25,1395,0,0,0,0,0,1,4,0,0.0,0.0,0.0,0.0,0,14,8,0.0,0.0,0.0,11.0
Erling Rodríguez 870,BEL,FW,Monaco,Ligue 1,22,20,6,722,18,5,23,18,0,1,1,0,2.67,2.67,0.6,3.27,59,72,108,2.24,0.62,0.33,200.0
Kylian Schneider 871,COL,FW,Monaco,Ligue 1,23,25,10,875,9,5,14,9,0,0,3,0,2.67,2.67,0.1,2.77,56,84,183,0.93,0.51,0.27,78.4
Pedri Dupont 872,BEL,MF,Monaco,Ligue 1,22,17,0,663,1,5,6,1,0,0,1,0,2.52,2.52,0.77,3.29,31,212,162,0.14,0.68,0.34,43.9
Gavi Hernández 873,MAR,MF,Monaco,Ligue 1,30,29,23,1667,3,4,7,3,0,1,2,0,4.12,4.12,4.8,8.92,71,86,131,0.16,0.22,0.22,69.0
Bukayo Meyer 874,SEN,FW,Monaco,Ligue 1,25,32,8,856,8,9,17,8,0,1,2,0,11.13,11.13,1.12,12.25,81,71,107,0.84,0.95,1.17,200.0
Trent Silva 875,FRA,MF,Monaco,Ligue 1,33,26,13,1378,7,10,17,7,0,0,6,0,9.03,9.03,4.31,13.34,33,227,42,0.46,0.65,0.59,174.0
Phil González 876,NGR,FW,Monaco,Ligue 1,22,17,6,656,7,4,11,6,1,2,2,0,12.79,12.03,4.93,16.96,108,116,105,0.96,0.55,1.75,171.3
Harry Weber 877,ENG,MF,Monaco,Ligue 1,19,13,9,797,3,6,9,3,0,0,2,1,3.63,3.63,2.92,6.55,51,115,151,0.34,0.68,0.41,111.2
Son Santos 878,CRO,MF,Monaco,Ligue 1,29,15,9,927,4,6,10,4,0,1,3,0,4.89,4.89,8.57,13.46,123,74,63,0.39,0.58,0.47,112.1
Bruno Pérez 879,MAR,DF,Monaco,Ligue 1,17,19,6,685,1,0,1,1,0,0,6,0,0.22,0.22,0.82,1.04,20,61,13,0.13,0.0,0.03,9.0
Kevin Smith 880,NGR,FW,Monaco,Ligue 1,28,33,19,1341,8,6,14,8,0,0,2,0,16.41,16.41,20.44,36.85,107,52,209,0.54,0.4,1.1,163.0
Robert López 881,POL,DF,Monaco,Ligue 1,22,26,4,566,1,2,3,1,0,1,1,0,0.97,0.97,8.66,9.63,50,134,14,0.16,0.32,0.15,34.0
Luca Wagner 882,ESP,DF,Monaco,Ligue 1,29,21,0,336,1,1,2,1,0,0,1,0,5.98,5.98,1.87,7.85,10,145,10,0.27,0.27,1.6,48.6
Marco Garcia 883,ESP,GK,Monaco,Ligue 1,26,27,23,2003,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,5,0.0,0.0,0.0,12.5
James Fernández 884,ARG,DF,Monaco,Ligue 1,28,23,19,1359,2,1,3,2,0,1,1,0,2.66,2.66,2.58,5.24,10,67,30,0.13,0.07,0.18,12.5
Carlos Becker 885,ARG,DF,Monaco,Ligue 1,23,33,19,1563,0,3,3,0,0,0,4,0,2.38,2.38,0.79,3.17,40,102,24,0.0,0.17,0.14,27.4
Luis Müller 886,COL,FW,Monaco,Ligue 1,22,24,18,1680,9,6,15,6,3,3,0,0,6.78,4.5,0.21,4.71,55,46,191,0.48,0.32,0.36,70.3
Antoine Martinez 887,ARG,MF,Marseille,Ligue 1,32,33,5,934,3,11,14,3,0,0,2,0,2.75,2.75,3.76,6.51,78,153,132,0.29,1.06,0.26,87.7
Kai Fischer 888,NED,FW,Marseille,Ligue 1,30,14,11,778,10,4,14,10,0,0,0,0,2.49,2.49,3.61,6.1,124,50,168,1.16,0.46,0.29,83.5
Jude Rossi 889,BRA,MF,Marseille,Ligue 1,29,9,6,630,4,7,11,4,0,1,4,0,1.03,1.03,3.42,4.45,91,237,108,0.57,1.0,0.15,80.0
Vinicius Rodríguez 890,ARG,MF,Marseille,Ligue 1,30,10,0,390,6,10,16,6,0,0,2,0,14.02,14.02,21.93,35.95,42,251,101,1.38,2.31,3.24,194.0
Erling Schneider 891,MAR,MF,Marseille,Ligue 1,26,5,2,192,6,6,12,6,0,0,5,0,9.21,9.21,0.46,9.67,86,197,105,2.81,2.81,4.32,95.6
Kylian Dupont 892,FRA,DF,Marseille,Ligue 1,31,14,0,462,2,2,4,2,0,0,6,0,1.1,1.1,1.35,2.45,53,119,35,0.39,0.39,0.21,32.9
Pedri Hernández 893,ARG,DF,Marseille,Ligue 1,27,16,11,1089,2,2,4,2,0,0,2,0,0.32,0.32,2.29,2.61,38,108,78,0.17,0.17,0.03,36.6
Gavi Meyer 894,MAR,FW,Marseille,Ligue 1,29,11,1,261,14,7,21,14,0,0,1,0,2.51,2.51,4.4,6.91,180,84,154,4.83,2.41,0.87,146.9
Bukayo Silva 895,POL,DF,Marseille,Ligue 1,24,14,8,612,2,2,4,2,0,0,4,0,0.25,0.25,0.68,0.93,39,86,65,0.29,0.29,0.04,43.4
Trent González 896,ARG,MF,Marseille,Ligue 1,26,21,1,352,4,6,10,4,0,0,2,0,1.72,1.72,1.84,3.56,127,115,145,1.02,1.53,0.44,115.3
Phil Weber 897,GER,MF,Marseille,Ligue 1,24,6,5,268,6,3,9,6,0,0,2,0,13.29,13.29,4.89,18.18,102,166,115,2.01,1.01,4.46,111.4
Harry Santos 898,BEL,DF,Marseille,Ligue 1,19,5,4,305,1,4,5,1,0,0,3,0,2.8,2.8,2.23,5.03,33,35,41,0.3,1.18,0.83,23.4
Son Pérez 899,POR,DF,Marseille,Ligue 1,25,29,2,822,2,0,2,2,0,0,3,0,1.1,1.1,2.59,3.69,18,145,70,0.22,0.0,0.12,14.5
Bruno Smith 900,SEN,MF,Marseille,Ligue 1,28,9,3,429,2,6,8,2,0,0,5,0,0.81,0.81,11.24,12.05,76,70,139,0.42,1.26,0.17,86.7
Kevin López 901,SEN,MF,Marseille,Ligue 1,22,18,10,898,5,4,9,5,0,0,4,0,14.95,14.95,20.15,35.1,42,220,69,0.5,0.4,1.5,109.0
Robert Wagner 902,COL,DF,Marseille,Ligue 1,23,5,0,185,3,2,5,3,0,0,2,0,2.52,2.52,1.2,3.72,53,45,51,1.46,0.97,1.23,19.8
Luca Garcia 903,ESP,MF,Marseille,Ligue 1,30,28,17,1196,3,7,10,3,0,0,1,0,13.56,13.56,4.87,18.43,136,112,116,0.23,0.53,1.02,122.1
Marco Fernández 904,POL,DF,Marseille,Ligue 1,24,27,12,1170,0,5,5,0,0,1,3,0,3.69,3.69,3.79,7.48,41,105,69,0.0,0.38,0.28,46.9
James Becker 905,ITA,MF,Marseille,Ligue 1,22,11,5,490,9,8,17,9,0,0,0,0,1.14,1.14,10.42,11.56,82,132,86,1.65,1.47,0.21,157.3
Carlos Müller 906,ARG,DF,Lyon,Ligue 1,27,32,0,992,2,1,3,2,0,0,2,0,0.24,0.24,0.29,0.53,52,89,68,0.18,0.09,0.02,13.1
Luis Martinez 907,POR,MF,Lyon,Ligue 1,20,22,9,658,5,11,16,5,0,0,5,0,1.79,1.79,2.04,3.83,73,297,127,0.68,1.5,0.24,144.6
Antoine Fischer 908,NGR,DF,Lyon,Ligue 1,22,27,27,2322,1,1,2,1,0,0,2,0,0.13,0.13,0.26,0.39,49,115,32,0.04,0.04,0.01,34.2
Kai Rossi 909,BRA,GK,Lyon,Ligue 1,29,17,8,842,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,3,0.0,0.0,0.0,5.6
Jude Rodríguez 910,URU,MF,Lyon,Ligue 1,28,32,6,1088,5,5,10,5,0,0,3,0,6.11,6.11,6.78,12.89,66,292,48,0.41,0.41,0.51,54.9
Vinicius Schneider 911,NED,FW,Lyon,Ligue 1,26,30,23,1801,11,4,15,10,1,1,2,0,1.51,0.75,0.95,1.7,136,24,185,0.55,0.2,0.08,126.3
Erling Dupont 912,URU,FW,Lyon,Ligue 1,33,20,6,932,9,7,16,7,2,3,3,0,8.95,7.43,2.58,10.01,77,99,160,0.87,0.68,0.86,200.0
Kylian Hernández 913,BEL,FW,Lyon,Ligue 1,21,23,22,1662,8,6,14,7,1,1,1,0,9.95,9.19,1.79,10.98,165,94,143,0.43,0.32,0.54,74.0
